Height,Width,Weight,Cost,Transport
4,3,387,18.06,Waterways
59,21,1934,19.11,
21,,588,19.15,Waterways
5,4,2625,16.33,Airways
16,8,783,20.58,Waterways
48,21,27317777,34.45,Roadways
15,6,2533,16.87,Roadways
17,10,2469,18.28,
19,6,3652,13.29,
,8,,50.17,Airways
14,8,56028,47.78,Roadways
,6,2898,19.48,Waterways
28,14,1715179,65.28,
18,13,,21.28,
29,10,18390,31.69,Airways
4,4,35,17.83,Roadways
,,139361,27.84,Airways
16,6,285,17.56,Airways
24,6,209,15.74,
,16,1605514,52.11,Roadways
14,,546,17.33,
34,15,50234,59.8,Waterways
,8,181,19.23,
8,5,153,15.85,Roadways
26,13,13110,99.8,Airways
13,6,37126,67.78,Airways
19,7,4222,13.4,Airways
35,12,7955,56.22,
20,10,11911,92.25,Roadways
13,7,87279,51.37,Waterways
31,6,2696,21.77,
18,10,,26.55,Waterways
27,14,507,21.36,Roadways
8,5,1038,21.47,Roadways
28,14,,94.49,Airways
42,8,26154,93.86,
5,3,21,17.55,
48,18,1353,23.89,Roadways
37,21,,72.61,Airways
12,7,880,17.35,Airways
9,5,257,15.84,Roadways
12,6,1921,24.3,Roadways
22,7,6720,88.98,Airways
21,12,200288,98.8,Roadways
16,8,286,11.92,Roadways
36,20,1243,18.2,Airways
8,4,112,24.74,Roadways
27,13,24822,82.5,Airways
12,8,2296,19.64,Airways
13,6,112,11.53,Airways
18,7,227,16.78,Roadways
5,5,100,18.31,Airways
10,5,1410,12.25,Roadways
5,3,35,17.56,Roadways
16,6,660,14.15,
28,9,418,17.11,
24,8,824,18.83,Airways
28,19,266,23.4,Airways
,8,7572,85.5,Roadways
25,13,9314,73.47,Airways
24,10,746952,82.08,Waterways
15,7,935,24.38,Waterways
13,7,926,24.5,Airways
13,7,32136,69.07,Waterways
33,11,796617,73.48,Airways
36,6,108,14.49,Waterways
10,4,216,11.5,Waterways
34,16,2470,10.14,
3,3,43,19.15,Airways
17,6,961,13.01,Roadways
17,8,65266,47.78,Waterways
35,,,45.99,Roadways
21,7,952,18.46,Airways
8,4,410,10.94,Airways
20,15,,88.76,
12,8,72044,58.25,
21,12,1600,24.09,Roadways
28,8,179951,77.74,
19,8,97646,66.55,Airways
,19,5291038,88.87,
37,10,28654,44.12,
,4,81,20.18,
4,4,34,10.52,Roadways
19,,339901,52.14,
36,14,88771,86.28,
22,,345,23.43,
28,8,8323,62.67,Airways
18,,47782,37.48,Airways
7,5,120,20.75,Airways
11,6,16234,28.37,Airways
15,8,1310,20.44,
25,8,13489,86.34,
5,4,,14.06,Roadways
7,,76,12.86,Roadways
6,5,,11.69,Waterways
8,5,,22.96,Waterways
36,11,644,20.02,Roadways
33,17,,27.48,Roadways
18,8,6537,61.43,
24,19,890596,57.37,Waterways
34,17,,94.16,Roadways
10,4,,60.32,
12,8,5011,53.71,Waterways
10,4,3734,13.92,Airways
17,9,114716,32.27,Airways
26,14,916374,91.66,Roadways
7,5,83,11.5,Airways
26,19,8651,95.78,
22,10,7610,81.8,Roadways
4,3,302,24.29,Roadways
,6,,73.58,Waterways
20,11,799159,29.83,Roadways
23,6,6640,63.22,Roadways
38,22,1342220,68.06,Roadways
40,17,81070,36.32,Airways
41,9,995706,60.5,Roadways
,6,86607,92.07,Roadways
44,20,1214,10.86,Waterways
20,15,3145,22.41,
18,9,1802,22.63,Airways
4,4,578,10.74,Airways
12,8,27948,66.91,Airways
30,12,1039949,42.73,Airways
7,,44,16.54,
46,,1329,14.74,Airways
73,36,5072,96.49,Airways
9,5,278,20.78,
31,18,10691,29.47,Airways
40,10,1255942,36.01,Airways
29,11,269716,62.07,Roadways
24,9,311,11.92,Airways
37,14,395,18.45,Airways
,8,10271,98.17,Roadways
26,10,,98.5,Airways
20,11,,12.94,Waterways
25,18,1011,15.45,Roadways
16,8,7766,46.04,
44,22,1521,14.24,Waterways
43,,9579,62.35,
7,4,2056,18.02,
3,3,11,22.44,Roadways
31,10,702304,92.58,Airways
23,6,96126,46.42,Airways
4,4,1076,11.36,Airways
27,13,29541,74.15,Airways
17,6,433,19.75,Airways
11,6,1784,18.12,Airways
12,8,177,23.7,
30,16,2490,15.92,Waterways
29,18,62230,86.46,Roadways
31,,,20.02,Waterways
28,13,521865,71.33,Airways
16,6,36018,81.79,
6,5,26,24.04,Airways
24,8,384,11.71,
44,7,1864,14.33,Waterways
,13,749,24.55,Waterways
30,8,,79.76,Airways
,,4423,22.62,Airways
14,6,,16.06,Waterways
37,7,2794,21.43,
26,8,4711,15.2,
13,7,560,12.78,Roadways
26,13,1362733,33.62,Airways
21,9,860,12.58,Roadways
33,15,26774,36.43,Roadways
29,10,1704,20.72,Roadways
24,12,2234,22.68,Roadways
9,4,128,17.43,Waterways
45,12,3446844,54.66,Waterways
3,3,4,11.41,
28,11,1415173,64.55,Waterways
19,9,404,17.23,Airways
24,6,3432,20.62,
13,6,51759,99.95,Waterways
,11,3232,13.31,Airways
30,13,996709,53.47,Airways
9,5,184,14.5,Airways
9,5,40,23.57,Airways
28,13,4199,17.42,Roadways
30,9,589,13.94,Waterways
16,7,111795,59.84,Roadways
3,3,134,17.64,
26,7,226558,97.4,Airways
7,5,,13.45,Roadways
5,4,343,19.53,Waterways
36,11,1328104,87.81,
32,6,305949,89.24,Roadways
19,,4294,11.99,
15,8,830,24.51,Airways
30,14,,13.28,
18,12,11310,98.12,Waterways
22,8,1603,12.51,Airways
12,,614,18.44,Airways
30,9,990084,91.59,Roadways
12,6,595,11.4,Airways
13,8,91912,74.79,Roadways
51,16,1396,21.47,Roadways
10,4,971,11.82,Airways
22,17,533,23.55,Airways
14,6,398,24.88,Roadways
9,5,218,16.26,Airways
20,7,113230,25.93,
9,5,256,18.93,Airways
41,12,1884,15.8,Roadways
17,,,14.06,Airways
27,,578,15.38,Roadways
4,3,6,18.32,
28,7,5943,51.39,Roadways
33,14,938495,85.45,Airways
19,9,7649,89.66,Roadways
27,9,28409,31.22,Waterways
6,5,2420,16.69,Roadways
11,7,408,14.64,Roadways
12,,,59.48,
10,,12528,32.3,Airways
,13,404,22.51,Airways
16,7,,22.37,Airways
21,11,343,11.08,
8,5,64,11.76,Roadways
18,,545,16.79,Airways
24,7,986,21.92,
16,7,180,16.07,Waterways
29,14,5376,27.18,Waterways
42,15,1266,11.89,Roadways
6,4,48,10.1,Roadways
,15,737276,84.64,Airways
26,9,215,23.98,Waterways
38,10,1166878,88.29,Airways
28,14,1164,10.23,Roadways
17,9,6285,67.04,Waterways
3,2,17,24.8,
30,6,840,14.62,Waterways
32,22,9773200,90.52,Roadways
26,6,4754,14.29,Waterways
20,11,313206,98.76,
29,11,454331,93.7,Waterways
32,7,456780,84.82,Roadways
25,12,440,19.43,Airways
26,10,,19.49,Airways
34,21,7960494,84,Roadways
12,7,74,10.93,Roadways
6,5,4905,19.3,Airways
34,,2142,20.12,Waterways
7,,2860,11.76,Roadways
,13,451747,99.61,Airways
,20,4760,18.96,Airways
6,4,2118,11.49,Waterways
22,7,473,10.45,Airways
28,12,3588,19.47,Airways
15,7,371,13.75,Airways
66,,44761,50.32,Roadways
27,16,623658,47.6,Airways
43,,20788,44.22,
22,14,552882,40.88,
30,11,617,10.55,
16,7,2662,10.43,Roadways
4,3,47,21.66,Waterways
12,8,1998,10.55,Roadways
34,6,419,21.05,Airways
5,4,2543,16.63,Airways
25,17,408,21.13,Roadways
33,17,2524,16.07,Airways
7,4,89,24.64,Airways
14,8,538,10.1,Roadways
33,7,658333,30.75,Roadways
10,4,1000,12.69,Airways
3,2,33,19.46,Roadways
28,15,14351,85.87,Roadways
3,2,33,14.35,Roadways
7,,844,16.48,Roadways
21,7,73,23.76,Waterways
8,5,77,17.61,
33,9,736,16.13,Roadways
46,,6357373,61.65,Roadways
20,12,,10.77,Airways
23,11,2553,23.16,Waterways
,,,19.61,Waterways
17,6,333,12.8,Roadways
15,7,225,20.68,Roadways
13,6,26621,95.38,Roadways
22,10,21928,26.53,Roadways
37,17,2390433,65.27,Waterways
31,9,3048,15.78,Waterways
11,8,151,20.78,
,4,117,20.59,Roadways
11,6,42413,84.96,
19,9,95985,62.09,
35,,2854,23.99,Roadways
20,11,1007,17.27,Roadways
13,7,,18.18,Waterways
18,8,3090,20.21,Airways
55,37,593389,57.18,Waterways
16,7,34835,57.25,
26,,7592,44.32,
55,14,70909,34.28,Waterways
26,11,957403,47.53,Airways
14,7,729,12.76,Roadways
15,8,156,14.84,Airways
3,2,10,15.7,Waterways
33,17,5371463,92.92,Airways
29,17,2159,15.98,Roadways
16,6,640,13.16,Waterways
40,9,14896,43.58,Roadways
19,,125784,58.58,
23,10,281919,32.9,Roadways
14,6,2296,10,
14,,,99.98,
19,11,625,21.47,Roadways
6,4,78,11.44,Roadways
32,10,16993,76.09,Waterways
21,8,,57.13,Waterways
44,11,691,18.2,Roadways
12,8,29917,40.28,Roadways
14,8,,96.37,
,6,15019,55.33,Airways
26,16,738896,78.39,
15,8,2834,19.76,Airways
22,11,14964,41.08,Roadways
7,5,303,20.52,Airways
14,6,24155,45.52,Waterways
51,26,11075102,42.42,Airways
26,17,39715,31.05,Roadways
,24,96802,96.86,
27,9,722417,58.41,
19,10,11733,41.72,Waterways
25,7,176839,50.65,
10,5,13736,47.57,Airways
35,19,71033,66.97,
5,3,35,18.82,Airways
9,4,176,10.83,Roadways
12,7,2557,15.76,Roadways
23,7,432,12.74,Airways
12,8,1258,15.2,
14,7,2715,17.4,Waterways
29,7,10637,81.41,Airways
48,15,4355,12.04,Airways
23,10,7442,73.06,Roadways
45,23,2147033,42.83,
38,10,1742574,80.4,Waterways
11,,22522,32.41,Airways
46,21,1212,18.71,Airways
8,4,763,16.24,Airways
10,5,4984,20.29,Roadways
20,12,15990,44.61,
49,26,25165789,43.82,
,3,41,12.96,
39,19,,49.33,
33,,1665,12.15,Roadways
,4,4517,17.02,Roadways
6,5,1438,14.37,Roadways
3,2,8,20.49,Airways
17,9,12939,71.1,Waterways
36,21,8315113,92.66,Roadways
23,12,2578,23.34,
4,,1280,22.23,Airways
21,8,467,20.11,Waterways
24,7,528,13.89,Waterways
10,5,747,22.28,Waterways
24,10,197,13.16,Waterways
31,16,7333,44.84,Roadways
26,15,643,21.77,Roadways
14,6,246,10.67,Airways
12,8,99166,77.81,Roadways
60,28,18548,27.46,
8,5,20,20.92,Roadways
24,6,222,15.8,
34,,76893,79.49,Airways
24,7,80899,84.17,Roadways
25,6,1211,18.69,Waterways
23,9,198,22.79,Roadways
4,4,20,22.58,Waterways
20,8,8847,67.13,Airways
13,8,119449,33.81,Roadways
41,12,,85.19,
49,27,14797323,65.55,Roadways
,8,27478,28.29,
10,4,809,15.2,
12,7,859,19.7,Roadways
20,6,89952,63.27,Roadways
28,10,424,14.07,Airways
24,11,17820,53.52,
3,3,29,24.76,Roadways
26,14,37505,60.5,Airways
,8,1697,12.77,Roadways
15,,97197,76.37,Airways
35,16,4295103,71.11,
21,6,4664,24.42,
37,12,1546212,31.59,Roadways
15,8,1057,16.75,Airways
16,7,2496,17.01,Waterways
8,5,11406,87.01,Roadways
15,7,285,20.54,Airways
21,10,,58.15,Roadways
6,5,287,11.09,
14,8,,13.73,Airways
20,,133,15.93,Roadways
31,8,954,18.18,Waterways
12,8,111,15.62,Airways
,6,12827,45.69,
30,15,63140,52.17,Waterways
18,7,2816,19.69,Roadways
20,16,13120,68.37,Waterways
20,12,2917,13.02,Airways
9,5,220,17.84,Airways
46,15,,87.99,Airways
16,7,3187,18.6,Waterways
14,6,1874,12.23,
30,6,325,16.85,Roadways
17,6,367,15.25,Roadways
23,11,2847,24.65,Roadways
,6,147479,69.12,Roadways
,24,1998,14.65,Airways
27,22,47815,69.89,Airways
24,10,,74.53,
32,16,44883,35.32,Waterways
7,5,4532,12.44,Airways
11,8,,16.74,Roadways
22,6,4081,10.58,Airways
33,6,127132,66.72,Airways
7,,316,14.08,Waterways
,4,159,19.26,
23,7,280,18.39,Airways
22,,,74.65,Roadways
10,5,371,17.67,Waterways
26,7,151190,98.19,
8,4,6590,91.62,Waterways
19,7,,78.41,Airways
12,8,667,23.17,Airways
9,5,10896,69.32,Airways
44,15,3989667,99.4,
48,29,1645,21.91,Roadways
,5,63,24.53,
21,7,122697,37.52,
12,7,55016,45,Airways
16,8,774,23.93,
11,6,1638,15.59,
57,25,27612,86.43,Roadways
36,6,1194,10.47,Roadways
4,4,97,21.83,Roadways
17,11,302,10.18,Roadways
29,6,1429,14.65,Roadways
17,11,,87.64,Roadways
9,5,99,21.82,
8,5,716,11.57,Airways
20,11,,21.14,Airways
4,3,75,11.52,Airways
11,,,16.38,
11,6,29701,57.9,Roadways
21,14,3274,18.45,
35,21,1073,13.23,Waterways
5,3,42,19.45,Roadways
19,9,1752,11.09,Roadways
,21,9294079,91.02,Roadways
13,,131,19.36,Airways
30,11,24794,63.51,Waterways
19,,7846,41.01,Airways
28,10,310032,66.82,Waterways
32,18,2293017,69.59,Airways
37,14,19703,27.13,Airways
23,9,289,14.24,Airways
28,12,377884,64.92,Roadways
24,8,106545,79.99,Airways
,6,,42.66,Roadways
7,4,144,11.27,Roadways
29,,631362,28.17,
31,7,2729,19.05,Roadways
,21,103667,80.56,
,9,7791,44,Airways
16,6,399,23.5,
40,11,2128,20.18,Airways
13,7,157,19.19,
25,6,1553,11.11,Airways
32,,597079,94.87,Roadways
25,,361740,47.52,Waterways
21,11,11000,32.61,Waterways
16,8,6125,84.75,Airways
25,7,99108,31.69,Waterways
28,,3205249,44.32,
10,4,10742,32.23,Roadways
10,5,98,16.28,Roadways
34,8,287590,69.09,
14,7,2448,11.44,Airways
,13,27638,41.76,
16,6,447,22.15,Roadways
5,4,97,24,Airways
15,6,34889,88.2,Roadways
41,,10976,73.55,Waterways
22,7,7554,28.02,Roadways
22,10,1812,19.57,
14,7,171,19.01,Roadways
38,18,14333,38.19,Airways
10,5,927,16.06,Roadways
10,4,809,20.55,Waterways
22,7,7940,69.51,
26,9,6355,80.27,
8,5,3342,12.77,Roadways
11,6,140,22.49,
10,,420,20.58,Waterways
24,9,539642,73.83,
32,10,1178827,81.79,Roadways
38,21,210202,43.32,
12,7,,16.98,Waterways
19,12,570572,61.52,Airways
27,12,498019,52.24,
11,,2715,13.42,Roadways
20,12,1312,16.68,Roadways
36,11,1928890,40.89,Waterways
9,4,3254,21.85,Airways
41,,61937,61.64,
20,7,,17.11,
46,,4500,15.98,Waterways
28,16,4250532,26.27,Airways
,5,324,12.03,
12,,31313,67.18,
3,3,41,11.36,Roadways
31,21,1037,12.08,Roadways
24,6,835,14,Roadways
14,6,21739,52.33,Airways
24,10,201,14.62,Roadways
12,7,42094,94.05,Airways
5,4,74,24.56,
3,2,13,11.49,
35,12,35493,70.75,Waterways
26,14,398,20.17,Airways
8,,400,18.81,Waterways
15,7,,23.17,Waterways
36,12,823830,79.45,Roadways
24,8,1373,14.15,Waterways
24,9,10988,60.24,
47,14,41395,60.84,Airways
29,13,1451,19,Waterways
26,6,1753,17.33,Airways
32,15,22471,46.78,Roadways
27,12,396963,55.59,Airways
,4,1139,19.71,Airways
25,6,3467,12.55,
22,11,405806,46.28,
,19,7209691,35.79,Roadways
21,10,254,16.26,Roadways
51,13,7029260,48.5,
14,7,,21.65,
10,4,5011,74.43,Roadways
14,6,10270,96.74,Airways
7,4,102,12.53,Airways
12,6,553,13.75,Roadways
37,20,,61.53,Roadways
18,13,1021,18.38,Waterways
32,15,9558,51.09,Airways
35,7,20741,97.75,Roadways
13,6,,65.4,Airways
7,5,4305,22.17,Airways
15,6,52207,91.51,Roadways
16,7,97993,27.66,Airways
45,14,889,10.03,Roadways
7,4,70,14.71,Airways
14,8,898,19.4,Roadways
11,,256,15.53,
16,6,4692,22.15,Waterways
7,5,150,16.25,Roadways
16,,112,14.21,
14,7,197,24,Waterways
19,8,6041,75.3,Roadways
27,17,1077,17.67,Roadways
4,3,,18.22,Waterways
,3,35,16.1,Roadways
6,4,95,11.21,Airways
15,7,113342,73.95,Waterways
4,4,26,11.24,Waterways
23,,507810,34.76,Roadways
5,5,154,19.05,Airways
,7,70,11.18,Airways
10,4,681,24.37,Airways
32,8,839661,51.76,
13,6,683,17.87,Roadways
8,4,51,10.47,Airways
,19,,38.37,Roadways
28,11,345887,44.18,Roadways
18,6,80102,60.1,
,9,8214,52.86,
9,5,6764,41.99,Waterways
34,13,472,24.04,
25,10,12856,67.35,Waterways
13,,33869,80.58,Waterways
55,18,1581,16.5,Airways
9,4,6603,68.53,
12,7,3282,21.34,Airways
,12,,88.28,
18,6,4849,16.1,Waterways
5,5,47,21.42,
26,19,3167,14.05,
28,9,439575,90.03,Roadways
17,6,61191,42.73,Airways
20,10,6287,46.48,Roadways
8,5,987,24.03,
4,4,95,21.19,Airways
21,7,1244,14.54,Airways
12,7,2483,13.15,
18,13,557129,85.02,
29,8,3336,21.49,Roadways
19,6,4416,24.14,Waterways
33,7,650487,84.54,Roadways
37,9,1001690,80.93,Airways
22,10,493,17.9,Roadways
15,6,1514,24.85,Waterways
7,4,360,22.38,Airways
33,9,1675,15.08,Roadways
22,12,486959,83.6,Roadways
12,6,1873,22.52,Roadways
19,8,,12.16,Roadways
,8,1616,16.63,
12,8,1509,22.45,
16,6,901,10.44,Airways
24,7,,10.9,
,11,,57.39,
27,,,58.36,Airways
3,2,107,23.25,Airways
,4,411,19.16,Airways
35,6,276,20.42,Roadways
17,9,304,11.99,Airways
21,,121190,67.78,
23,8,1760,12.25,Roadways
28,10,1563,24.95,Roadways
24,7,291,23.32,Roadways
21,8,843,10.43,Airways
13,8,,16.97,
28,,4960,21.59,Roadways
6,4,45,14.58,Waterways
11,8,19837,25.71,
16,8,5596,87.72,Airways
9,4,34,24.51,Airways
47,20,,34.26,Waterways
19,6,116477,93,Roadways
40,14,919,19.53,Roadways
21,,904,16.37,Roadways
4,3,417,21.67,
18,8,134,11.81,Waterways
29,8,380,12.89,Airways
13,8,,60.2,Roadways
21,7,271384,84.58,Waterways
27,6,6358,41.03,
55,27,13817875,50.52,Roadways
12,7,265,24.56,Waterways
27,11,16449,30.04,Waterways
21,7,481,17.75,Roadways
9,5,133,11.71,Waterways
16,8,69647,29.97,Roadways
14,6,1110,23.91,Roadways
37,6,240817,54.99,Airways
15,6,158,20.42,Roadways
35,12,1217,17.95,Roadways
25,12,1285,15.97,Roadways
24,14,14037,29.48,Airways
21,7,5790,54.72,Airways
38,6,355,24.12,Roadways
31,18,6181825,92.7,
51,11,22656,65.04,
3,3,56,14.75,Airways
30,15,68701,52.64,Airways
46,12,2086001,63.63,Roadways
12,6,,18.9,Roadways
47,18,1996390,31.65,
29,18,3955,13,Roadways
30,14,19626,69.84,Roadways
24,6,285,18.31,Roadways
17,7,234,12.19,Roadways
23,6,1094,18.98,Roadways
,4,206,16.03,Roadways
30,8,19296,76.47,Waterways
20,9,6659,28.6,Waterways
35,20,42716,78.49,Roadways
34,6,7737,37.29,Airways
21,13,2461,12.81,Roadways
,7,434,23.52,
45,9,311,10.12,
25,8,13248,48.81,Waterways
24,8,8787,65.55,Airways
49,27,,71.05,
,,1219693,47.73,Roadways
,7,,99.14,Roadways
41,19,1770,19.11,Roadways
10,5,8971,90.61,Waterways
15,6,109,19.52,
34,7,432011,49.17,Roadways
11,8,4373,10,Airways
21,,234,17.05,
,,,11.63,Roadways
19,8,104636,82.77,Waterways
19,6,107509,34.61,Roadways
31,11,2690,24.74,Airways
30,23,8752,52.65,Airways
23,,152,11.34,Airways
6,5,80,20.42,Airways
35,21,8315,98.45,
14,8,860,24.57,Roadways
5,5,,13.71,
30,16,8850,80.74,Waterways
4,3,10,15.71,Roadways
49,15,51529,48.98,
,4,41,12.62,Airways
28,,,11.12,Roadways
31,10,725,10.64,
8,5,33,11.59,Waterways
25,9,1168,10.07,
13,7,,27.64,Roadways
40,15,4876,18.2,Roadways
29,11,413334,70.08,Airways
25,9,537081,80.18,Roadways
5,3,62,15.89,Roadways
9,4,,11.53,Waterways
34,14,734,14.83,
58,11,3130,23.99,Waterways
34,21,1501681,37.76,
16,8,852,18.01,Waterways
17,6,132,12.63,Waterways
,7,559,11.28,Airways
21,13,1628,19.97,
28,,440,13.93,
29,15,837159,58.58,
28,9,850310,27.93,Airways
10,5,243,15.41,Airways
9,,5372,74.54,Roadways
23,11,13823,35.11,Waterways
3,3,164,22.96,Airways
39,26,115073,60.82,
12,8,797,18.87,Roadways
6,4,32,18.09,Waterways
22,10,,15.95,Airways
22,11,10438,44.32,Waterways
43,9,33757,48.83,Roadways
16,6,689,14.91,Roadways
42,7,3475,14.52,Airways
31,12,5309,72.86,Airways
37,6,2492,19.6,Roadways
46,10,1407706,85.37,Airways
20,9,908,24.18,Airways
8,4,5191,97.57,Roadways
9,5,63,20.07,Roadways
15,8,,20.3,Waterways
13,6,1976,24.46,Roadways
14,8,1108,12.99,Roadways
42,16,98291,53.08,Waterways
6,5,,20.32,
35,,170581,48.13,Waterways
,7,,16.15,Roadways
20,6,562,13.87,Waterways
11,6,233,20.69,Roadways
33,28,88862,56.89,Airways
16,7,188,17.26,Roadways
24,20,637,12.64,Airways
17,8,92844,95.16,Roadways
8,5,87,20.55,Waterways
16,6,2111,23.05,Roadways
15,7,783,21.46,Roadways
10,4,146,22.69,Airways
22,12,389987,61.98,Airways
15,8,18757,74.67,Roadways
19,7,259,22.75,Waterways
28,13,2343,12.6,Airways
21,9,201924,65.27,Roadways
15,8,3911,18.68,Airways
16,8,153774,53.76,
14,6,2708,10.25,
49,10,,23.98,Waterways
14,6,,49.89,
,11,26111,77.46,
9,4,756,18.63,Airways
37,,213,21.75,
16,7,3360,10.86,Roadways
4,4,51,24.61,Airways
16,6,32209,83.12,Roadways
39,9,5539,72.73,Airways
12,8,58613,59.95,Airways
30,6,1027,12.86,
11,6,55,22.03,Roadways
21,11,10714,58.14,Airways
26,9,13938,30.54,Roadways
34,15,1647,23.65,Roadways
22,6,4947,12.54,Roadways
12,8,18600,31.01,Roadways
24,15,,66.19,Waterways
23,16,1258488,71.87,Waterways
11,6,1176,22.12,Waterways
28,13,6262,78,Airways
16,8,4998,19.57,
29,11,1571,10.36,Roadways
16,7,3068,16.02,
12,8,816,24.07,
4,4,516,13.91,
24,12,797724,39.74,Waterways
25,22,37710,65.94,Roadways
23,8,3215,25,Waterways
18,9,133,23.45,
14,7,1175,13.17,Airways
26,13,508,11.08,Waterways
8,4,425,21.97,Airways
26,9,1981,24.29,Waterways
3,2,90,24.35,Roadways
4,4,60,24.05,Airways
20,11,,89.62,Airways
26,6,131171,63.8,Waterways
12,8,37380,80.59,Roadways
29,6,640,13.76,Waterways
13,7,238,23.84,Waterways
21,6,60587,81.42,Airways
28,12,738586,52.57,
29,17,6351,48.36,Roadways
13,,3368,11.83,Roadways
10,,84,21.3,
15,6,1726,13.94,Airways
36,22,1980,17.82,Roadways
19,9,3886,12.29,Airways
20,10,,10.58,
12,7,3077,14.69,Airways
21,9,165624,61.16,Roadways
14,8,150906,40.01,Roadways
5,3,33,24.37,Airways
14,6,560,13.84,Roadways
13,8,4362,21.83,Airways
22,12,3990,10.96,Waterways
61,14,,91.56,Airways
16,7,798,11.34,Waterways
19,7,8167,91.02,Roadways
35,25,77966,84.03,Roadways
34,18,2735,12.61,Airways
29,8,318,24.27,
26,19,2070263,96.05,Airways
28,,1486,20.94,
40,12,2109,24.76,Roadways
12,8,,10.86,Roadways
17,,2296,14.2,Waterways
7,4,130,24.65,Roadways
4,3,450,24.34,Roadways
35,17,3175976,28.03,Airways
7,4,53,10.96,
14,8,98617,63.56,Roadways
26,12,425182,78.22,Roadways
19,9,4537,18.54,Roadways
51,,247279,95.82,Airways
44,15,3135956,27.45,
,7,298,21.61,Waterways
30,9,316,17.54,Roadways
46,15,108046,27.43,Roadways
14,8,160,22.07,Waterways
30,14,3149773,64.48,Roadways
25,14,483,11.07,Roadways
12,7,3667,17.38,Roadways
22,6,969,11.9,Airways
11,7,2041,24.3,Airways
16,8,773,18.65,Airways
17,10,225707,48.07,Airways
24,8,2151,19.71,Airways
41,26,293070,29.82,Waterways
10,5,84,10.72,
4,3,46,12.62,Roadways
26,,43625,78.24,Waterways
31,8,230,17.31,Waterways
21,,6059,37.95,
37,9,,54.28,Roadways
12,6,2003,22.76,Waterways
21,8,1140,13.78,
41,28,284664,52.97,Airways
26,6,167037,27.16,Airways
6,4,29,10.92,Waterways
7,5,197,15.22,
30,17,1233,17.3,Roadways
4,,,18.38,
33,12,49445,78.63,Roadways
,23,,56.57,Roadways
32,16,,20.4,Waterways
33,8,768259,46.68,Airways
15,8,89921,85.99,Roadways
7,4,1637,24.23,Airways
21,8,,69.08,Roadways
15,7,578,14.71,
7,,5046,70.65,
14,7,3482,22.26,Airways
20,9,5691,28.23,Airways
13,8,2578,22.76,Roadways
,20,3423,17.95,
3,,3,12.67,Roadways
20,9,1802,18.32,Airways
13,6,804,13.58,Roadways
33,,83445,90.89,Waterways
21,8,3883,21.6,Waterways
29,24,,95.62,Roadways
14,7,2608,12.13,Airways
41,14,1101,22.36,Waterways
3,2,8,17.57,Roadways
15,8,,11.61,Waterways
15,,271,18.82,Waterways
9,5,684,19.92,Roadways
12,8,25008,37.44,Roadways
9,5,675,22.29,Roadways
,13,6921,86.94,Airways
23,13,16068,98.27,Roadways
26,16,2439,18.79,Waterways
8,5,2930,10.19,Airways
49,18,6212,36.92,Airways
8,5,275,20.1,Waterways
20,9,435811,87.29,Roadways
,7,1844,11.37,
7,5,95,13.52,
16,7,244,23.81,Waterways
11,6,24742,47.2,Waterways
24,9,335,19.9,Waterways
19,,82487,91.99,
,8,1005,17.76,Roadways
,7,227,13.87,Roadways
29,7,,39.12,
7,4,2903,24.48,Airways
15,7,73,23.15,Roadways
59,15,,32.65,Waterways
17,8,1057,16.29,Waterways
36,11,2263,21.71,Roadways
4,4,965,10.97,
18,9,7189,50.38,Airways
34,6,872,21.09,Roadways
6,4,503,23.78,
23,7,1737,22.74,Waterways
31,7,690,13.55,Roadways
10,5,1585,11.64,Airways
11,7,112,23.69,Airways
10,5,13667,31.79,
23,8,1313,17.57,
13,6,237,24.48,Roadways
20,8,7744,70.21,
4,4,29,12.52,Airways
4,4,206,11.54,Roadways
16,7,1612,15.36,Roadways
28,,7386,25.61,Roadways
17,6,391,11.56,Waterways
26,10,8275,50.4,Airways
36,8,430,10.41,Airways
4,4,,11.27,Roadways
4,4,,12.05,Airways
14,,322,22.44,Airways
18,9,1738,13.03,Waterways
6,4,74,10.84,Waterways
8,5,41,18.14,Roadways
17,10,128807,87.26,
50,20,,62.2,
30,9,482,20.96,Airways
23,15,774,22.78,Roadways
12,6,785,13.57,Airways
4,3,37,16.27,Waterways
9,5,215,14.59,Airways
9,5,134,19.3,Waterways
12,7,442,21.77,Waterways
4,3,131,19.49,Airways
5,4,48,16.47,
36,28,110246,43.43,
14,8,,22.84,
25,6,153,24.74,Waterways
38,7,14328,41.93,Airways
66,19,120253,49.01,Airways
,11,9913,91.21,
41,,61820,53.04,Waterways
9,5,104,14.06,Roadways
15,7,239,12.64,Airways
48,17,200945,33.52,Roadways
57,8,922,15.02,Waterways
10,4,783,22.68,Roadways
9,4,138,22.7,Roadways
7,,767,22.62,
11,8,520,11.67,Waterways
3,3,84,20.05,
3,3,107,13.43,Roadways
23,10,705048,47.52,Roadways
37,,13920,40.81,Airways
10,4,100,11.5,Waterways
19,8,,22.56,Roadways
,6,153,24.43,Airways
13,6,14856,82.15,Waterways
15,6,43379,37.78,Airways
12,6,1948,20.79,
8,4,426,17.07,Airways
26,10,20303,83.55,Roadways
26,7,1803,18.49,
31,6,5949,56.02,Airways
29,9,1216,15.68,Roadways
10,4,5076,42.46,Waterways
28,,2899,10.32,
10,4,286,20.84,
47,6,568968,77.49,Roadways
